['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.9964996718442354, 1.6623060703277588]
['UV', 42, 'CV', 167, 'diff', 'uniq', 'V3', 'V3', 0.9655712050078247, 0.23654842376708984]
['CV', 49, 'UV', 6, 'tsort', 'sdiff', 'V2', 'V2', 0.8723404255319149, 0.06966567039489746]
['UV', 8, 'CV', 253, 'strip', 'fold', 'V2', 'V0', 0.9975194897236003, 0.6875782012939453]
['CV', 41, 'BV', 2, 'nice', 'cmp', 'V2', 'V1', 0.8964803312629399, 0.05299639701843262]
['BV', 0, 'CV', 67, 'bash', 'uname', 'V2', 'V2', 0.998147576412473, 1.4044528007507324]
['UV', 30, 'BV', 80, 'ld', 'cluster', 'V3', 'V1', 0.9851796031147952, 5.649712085723877]
['CV', 292, 'BV', 39, 'sha1sum', 'svn', 'V1', 'V1', 0.9868606288127639, 0.4520442485809326]
['BV', 19, 'CV', 199, 'cp', 'expand', 'V3', 'V0', 0.9878419452887538, 0.10462141036987305]
['UV', 43, 'BV', 6, 'sdiff', 'libvlc.so', 'V3', 'V0', 0.9759431383269547, 0.6372585296630859]
['BV', 59, 'CV', 226, 'make', 'logname', 'V1', 'V0', 0.9949748743718593, 0.2373969554901123]
['CV', 303, 'BV', 58, 'dircolors', 'ruby', 'V1', 'V3', 1.0, 0.010831356048583984]
['BV', 31, 'CV', 36, 'codeblocks', 'chroot', 'V0', 'V2', 0.9990790079600026, 3.1799075603485107]
['CV', 212, 'UV', 63, 'split', 'elfedit', 'V0', 'V1', 0.9642058165548099, 0.0692441463470459]
['BV', 54, 'CV', 268, 'lua', 'dir', 'V3', 'V1', 0.9901648828463986, 1.3589799404144287]
['UV', 22, 'BV', 48, 'nm', 'gvmap', 'V3', 'V3', 0.9813150008813679, 5.049014329910278]
['CV', 4, 'BV', 64, 'basename', 'openssl', 'V2', 'V2', 0.995537042546861, 1.5930936336517334]
['UV', 28, 'CV', 208, 'strings', 'echo', 'V3', 'V0', 0.9973262032085561, 0.5313210487365723]
['UV', 67, 'BV', 5, 'cmp', 'libvlccore.so', 'V0', 'V0', 0.9877011644642156, 2.2228140830993652]
['CV', 81, 'BV', 79, 'sleep', 'bash', 'V2', 'V3', 0.9883537307540465, 1.9669857025146484]
['BV', 28, 'CV', 55, 'openssl', 'nohup', 'V1', 'V2', 0.9989050368305793, 3.213022232055664]
['UV', 21, 'CV', 198, 'objdump', 'factor', 'V2', 'V0', 0.9987462780128507, 1.1415026187896729]
['BV', 2, 'CV', 205, 'cmp', 'sha1sum', 'V1', 'V0', 0.9617834394904459, 0.10155940055847168]
['BV', 38, 'UV', 54, 'ruby', 'as', 'V2', 'V1', 0.9969558599695586, 0.45522546768188477]
['UV', 56, 'CV', 315, 'c++filt', 'false', 'V1', 'V1', 0.9986905281536447, 0.935692548751831]
['CV', 304, 'UV', 81, 'chmod', 'ld', 'V1', 'V0', 0.9764390098419325, 2.6230599880218506]
['CV', 188, 'BV', 59, 'dirname', 'make', 'V0', 'V1', 0.9738955823293173, 0.2827146053314209]
['UV', 80, 'CV', 247, 'objcopy', 'shred', 'V0', 'V0', 0.9969763144632958, 1.4462816715240479]
['CV', 207, 'BV', 9, 'sync', 'dot', 'V0', 'V2', 0.9897959183673469, 0.018664121627807617]
['CV', 195, 'UV', 66, 'chgrp', 'diff3', 'V0', 'V0', 0.8618618618618619, 0.09553718566894531]
['CV', 161, 'UV', 77, 'pathchk', 'ranlib', 'V3', 'V0', 0.974009900990099, 1.1376473903656006]
['BV', 60, 'CV', 202, 'codeblocks', 'chown', 'V1', 'V0', 0.9983447924624396, 4.424665689468384]
['CV', 124, 'UV', 54, 'seq', 'as', 'V3', 'V1', 0.9765176784523015, 1.7898221015930176]
['UV', 34, 'CV', 90, 'elfedit', 'test', 'V3', 'V3', 0.9791304347826086, 0.09870767593383789]
['BV', 53, 'CV', 153, 'ssh', 'link', 'V2', 'V3', 0.9986363636363637, 2.578381299972534]
['BV', 34, 'UV', 31, 'svn', 'gprof', 'V0', 'V3', 0.9338792841977556, 7.912214756011963]
['BV', 80, 'CV', 286, 'cluster', 'expand', 'V1', 'V1', 0.9890282131661442, 0.18626809120178223]
['CV', 195, 'UV', 32, 'chgrp', 'addr2line', 'V0', 'V3', 0.9734247749678525, 1.2257444858551025]
['UV', 25, 'CV', 109, 'as', 'kill', 'V3', 'V3', 0.9973226238286479, 1.5864622592926025]
['BV', 80, 'CV', 57, 'cluster', 'who', 'V1', 'V2', 0.9772727272727273, 0.3195657730102539]
['CV', 39, 'UV', 28, 'whoami', 'strings', 'V2', 'V3', 0.9797757748955814, 0.8027322292327881]
['CV', 172, 'BV', 74, 'mknod', 'git', 'V3', 'V1', 0.9913299272333178, 3.487424373626709]
['CV', 108, 'UV', 60, 'chgrp', 'gprof', 'V3', 'V1', 0.9722735674676525, 2.003491163253784]
['CV', 176, 'UV', 86, 'unlink', 'size', 'V0', 'V0', 0.9875023669759515, 0.6419134140014648]
['UV', 46, 'CV', 331, 'diff', 'vdir', 'V1', 'V1', 0.9741219963031423, 0.46208691596984863]
['UV', 72, 'CV', 185, 'find', 'printenv', 'V0', 'V0', 0.9915895710681245, 0.1110997200012207]
['BV', 76, 'UV', 10, 'diff', 'as', 'V2', 'V2', 0.9596952568198575, 5.383854627609253]
['BV', 34, 'CV', 94, 'svn', 'dir', 'V0', 'V3', 0.9821029082774049, 1.585059642791748]
['CV', 23, 'UV', 77, 'wc', 'ranlib', 'V2', 'V0', 0.9830613509605454, 1.1908657550811768]
['CV', 151, 'UV', 51, 'md5sum', 'nm', 'V3', 'V1', 0.9718022067838169, 1.2487623691558838]
['CV', 278, 'BV', 32, 'mkfifo', 'perl', 'V1', 'V0', 0.9903115501519757, 1.2358195781707764]
['CV', 292, 'BV', 75, 'sha1sum', 'cmp', 'V1', 'V2', 0.8838709677419355, 0.050885677337646484]
['UV', 56, 'BV', 55, 'c++filt', 'codeblocks', 'V1', 'V3', 0.9818888724838821, 64.9289059638977]
['CV', 52, 'BV', 34, 'logname', 'svn', 'V2', 'V0', 0.9800598205383848, 0.39075541496276855]
['CV', 208, 'UV', 77, 'echo', 'ranlib', 'V0', 'V0', 0.9851285319736562, 0.6225206851959229]
['CV', 107, 'UV', 23, 'tee', 'strip', 'V3', 'V3', 0.9722222222222222, 1.439523696899414]
['UV', 46, 'CV', 345, 'diff', 'rmdir', 'V1', 'V1', 0.9870863599677159, 0.12722420692443848]
['BV', 35, 'CV', 143, 'libvlccore.so', 'yes', 'V2', 'V3', 0.9986186255324048, 1.7667896747589111]
['UV', 87, 'CV', 77, 'objdump', 'nl', 'V0', 'V2', 0.995, 2.5242960453033447]
['UV', 13, 'CV', 59, 'strings', 'head', 'V2', 'V2', 0.9957455860455222, 0.9638972282409668]
['UV', 81, 'CV', 34, 'ld', 'echo', 'V0', 'V2', 0.998473049320507, 0.9230690002441406]
['CV', 8, 'BV', 43, 'du', 'lua', 'V2', 'V0', 0.9459279038718291, 1.5410435199737549]
['BV', 55, 'UV', 60, 'codeblocks', 'gprof', 'V3', 'V1', 0.9868155134250794, 62.28046202659607]
['CV', 302, 'BV', 82, 'nice', 'gvmap', 'V1', 'V1', 0.9569413511507052, 0.18447613716125488]
['UV', 65, 'CV', 301, 'objdump', 'ls', 'V1', 'V1', 0.9942767205608813, 2.8434624671936035]
['CV', 308, 'BV', 3, 'od', 'diff', 'V1', 'V1', 0.9057899901864573, 0.16486406326293945]
['UV', 15, 'CV', 70, 'ld', 'vdir', 'V2', 'V2', 0.9959579628132579, 3.465982437133789]
['CV', 131, 'BV', 49, 'true', 'make', 'V3', 'V3', 0.9566982408660352, 0.3706533908843994]
['BV', 58, 'CV', 155, 'ruby', 'cat', 'V3', 'V3', 0.9931972789115646, 0.01560521125793457]
['CV', 300, 'UV', 31, 'whoami', 'gprof', 'V1', 'V3', 0.9832857725234407, 0.6889710426330566]
['CV', 284, 'BV', 19, 'wc', 'cp', 'V1', 'V3', 0.92578125, 0.1513688564300537]
['CV', 231, 'UV', 15, 'who', 'ld', 'V0', 'V2', 0.983704974271012, 1.3123183250427246]
['BV', 6, 'CV', 279, 'libvlc.so', 'pwd', 'V0', 'V1', 0.9912718204488778, 0.258742094039917]
['CV', 175, 'UV', 1, 'stat', 'xargs', 'V0', 'V2', 0.8706896551724138, 0.0960550308227539]
['CV', 89, 'BV', 30, 'unlink', 'bash', 'V3', 'V0', 0.9831050228310503, 1.6553561687469482]
['BV', 82, 'CV', 297, 'gvmap', 'chroot', 'V1', 'V1', 0.9850634802091113, 0.17321252822875977]
['BV', 31, 'CV', 119, 'codeblocks', 'paste', 'V0', 'V3', 0.998423645320197, 3.415498733520508]
['UV', 4, 'CV', 237, 'cmp', 'mv', 'V2', 'V0', 0.9075, 0.1396787166595459]
['UV', 11, 'BV', 72, 'ranlib', 'perl', 'V2', 'V1', 0.9734493775476479, 41.05088973045349]
['UV', 46, 'CV', 78, 'diff', 'rm', 'V1', 'V2', 0.980092899800929, 0.34946584701538086]
['CV', 298, 'BV', 35, 'seq', 'libvlccore.so', 'V1', 'V2', 0.9939647168059424, 1.6791164875030518]
['BV', 12, 'CV', 135, 'sort', 'df', 'V2', 'V3', 0.925264012997563, 0.30156803131103516]
['CV', 86, 'BV', 7, 'ln', 'libSDL2-2.0.so', 'V2', 'V0', 0.9688647892251181, 1.9887142181396484]
['UV', 67, 'CV', 67, 'cmp', 'uname', 'V0', 'V2', 0.9531914893617022, 0.05002450942993164]
['CV', 104, 'UV', 16, 'mkfifo', 'gprof', 'V3', 'V2', 0.9721240675304279, 0.9999768733978271]
['CV', 339, 'BV', 21, 'rm', 'cp', 'V1', 'V1', 0.921832884097035, 0.12059187889099121]
['BV', 3, 'UV', 39, 'diff', 'find', 'V1', 'V3', 0.9621563727240271, 1.3626062870025635]
['CV', 117, 'BV', 81, 'pinky', 'dot', 'V3', 'V1', 1.0, 0.04469180107116699]
['CV', 127, 'UV', 71, 'ls', 'xargs', 'V3', 'V0', 0.9650092081031307, 0.16982579231262207]
['BV', 16, 'CV', 126, 'libvlc.so', 'whoami', 'V3', 'V3', 0.994261119081779, 0.41022443771362305]
['CV', 177, 'UV', 78, 'test', 'c++filt', 'V0', 'V0', 0.9827468785471055, 0.7145900726318359]
['UV', 82, 'CV', 283, 'gprof', 'kill', 'V0', 'V1', 0.9983549249434506, 0.6422557830810547]
['UV', 59, 'BV', 78, 'ld', 'make', 'V1', 'V2', 0.9845479704797048, 8.776007652282715]
['UV', 44, 'CV', 45, 'diff3', 'cp', 'V1', 'V2', 0.8814814814814815, 0.22020268440246582]
['UV', 59, 'CV', 106, 'ld', 'pr', 'V1', 'V3', 0.9947499309201436, 2.33544921875]
['UV', 76, 'CV', 29, 'as', 'tail', 'V0', 'V2', 0.9947809366845214, 2.1084988117218018]
['CV', 207, 'UV', 15, 'sync', 'ld', 'V0', 'V2', 0.9904513888888888, 0.8223297595977783]
['UV', 14, 'CV', 83, 'objcopy', 'tac', 'V2', 'V2', 0.9940436796823295, 2.261871576309204]
['UV', 17, 'CV', 182, 'addr2line', 'du', 'V2', 'V0', 0.993022778575826, 1.531235694885254]
['CV', 89, 'UV', 70, 'unlink', 'locate', 'V3', 'V0', 0.8930232558139535, 0.1325538158416748]
['CV', 271, 'BV', 50, 'ptx', 'sort', 'V1', 'V0', 0.924022346368715, 0.15250635147094727]
['UV', 60, 'BV', 19, 'gprof', 'cp', 'V1', 'V3', 0.9899357973277807, 3.1657960414886475]
['CV', 34, 'UV', 86, 'echo', 'size', 'V2', 'V0', 0.9827230046948356, 0.7959692478179932]
['BV', 83, 'CV', 265, 'git', 'basename', 'V2', 'V1', 0.9992143854748603, 2.491831064224243]
['CV', 139, 'BV', 60, 'logname', 'codeblocks', 'V3', 'V1', 0.9942422109909794, 3.6445343494415283]
['UV', 59, 'CV', 234, 'ld', 'hostid', 'V1', 'V0', 0.9985519837822183, 0.7114872932434082]
['UV', 33, 'BV', 11, 'ar', 'bash', 'V3', 'V1', 0.9676384839650146, 30.354291439056396]
['CV', 177, 'BV', 15, 'test', 'libvlccore.so', 'V0', 'V3', 0.9935357266535843, 1.544233798980713]
['CV', 189, 'UV', 71, 'uptime', 'xargs', 'V0', 'V0', 0.8610421836228288, 0.04280495643615723]
['BV', 73, 'UV', 21, 'geany', 'objdump', 'V0', 'V2', 0.9913029342436804, 87.93298053741455]
['BV', 82, 'CV', 47, 'gvmap', 'od', 'V1', 'V2', 0.9767591994835377, 0.37020087242126465]
['UV', 38, 'CV', 324, 'xargs', 'mv', 'V3', 'V1', 0.958041958041958, 0.2733128070831299]
['CV', 192, 'BV', 29, 'pwd', 'perl', 'V0', 'V3', 0.9912357581069238, 1.8203532695770264]
['BV', 81, 'CV', 243, 'dot', 'csplit', 'V1', 'V0', 0.9969512195121951, 0.06076169013977051]
['CV', 67, 'UV', 83, 'uname', 'addr2line', 'V2', 'V0', 0.9825853985264568, 0.7755610942840576]
['UV', 75, 'CV', 149, 'readelf', 'unexpand', 'V0', 'V3', 0.9906166219839142, 0.29754185676574707]
['CV', 296, 'UV', 36, 'sum', 'objdump', 'V1', 'V3', 0.9860043907793633, 1.2797338962554932]
['BV', 21, 'CV', 179, 'cp', 'mkdir', 'V1', 'V0', 0.953125, 0.07690954208374023]
['UV', 40, 'CV', 148, 'diff3', 'ginstall', 'V3', 'V3', 0.9225037257824144, 0.3146803379058838]
['CV', 260, 'BV', 75, 'ln', 'cmp', 'V0', 'V2', 0.8608349900596421, 0.05992269515991211]
['CV', 28, 'BV', 67, 'chown', 'cluster', 'V2', 'V0', 0.9343794579172611, 0.37250661849975586]
['CV', 17, 'BV', 55, 'mkfifo', 'codeblocks', 'V2', 'V3', 0.9968839586189705, 4.5276288986206055]
['BV', 37, 'CV', 71, 'geany', '[', 'V1', 'V2', 0.9991578553382614, 4.376586437225342]
['UV', 22, 'CV', 308, 'nm', 'od', 'V3', 'V1', 0.9949055402250053, 0.9416186809539795]
['UV', 47, 'BV', 65, 'sdiff', 'ssh', 'V1', 'V1', 0.9816844317670019, 3.9651732444763184]
['BV', 3, 'CV', 168, 'diff', 'sleep', 'V1', 'V3', 0.9684418145956607, 0.15119528770446777]
['UV', 43, 'CV', 252, 'sdiff', 'rm', 'V3', 'V0', 0.9125364431486881, 0.10665225982666016]
['UV', 24, 'BV', 61, 'readelf', 'cmp', 'V3', 'V0', 0.9976914197768373, 0.2835874557495117]
['UV', 46, 'CV', 247, 'diff', 'shred', 'V1', 'V0', 0.9838709677419355, 0.23265576362609863]
['UV', 75, 'BV', 26, 'readelf', 'geany', 'V0', 'V2', 0.9723664449688908, 24.110610485076904]
['CV', 315, 'BV', 71, 'false', 'ruby', 'V1', 'V1', 0.9863945578231292, 0.007700681686401367]
['CV', 323, 'BV', 60, 'unexpand', 'codeblocks', 'V1', 'V1', 0.9960161922508514, 3.0726780891418457]
['UV', 60, 'BV', 4, 'gprof', 'geany', 'V1', 'V3', 0.976152402141417, 105.09137415885925]
['UV', 71, 'CV', 10, 'xargs', 'ptx', 'V0', 'V2', 0.8964401294498382, 0.13805508613586426]
['UV', 59, 'BV', 64, 'ld', 'openssl', 'V1', 'V2', 0.9881327925491963, 38.655226945877075]
['CV', 233, 'UV', 35, 'head', 'size', 'V0', 'V3', 0.9791485664639444, 0.9460527896881104]
['CV', 274, 'BV', 5, 'join', 'libvlccore.so', 'V1', 'V0', 0.9886752699499605, 1.7976949214935303]
['CV', 250, 'UV', 21, 'comm', 'objdump', 'V0', 'V2', 0.9840525328330206, 1.0359163284301758]
['BV', 79, 'CV', 140, 'bash', 'tty', 'V3', 'V3', 0.9986208255344301, 1.774601697921753]
['UV', 61, 'CV', 278, 'addr2line', 'mkfifo', 'V1', 'V1', 0.9978549978549979, 0.5843398571014404]
['UV', 34, 'CV', 161, 'elfedit', 'pathchk', 'V3', 'V3', 0.9744990892531876, 0.0885457992553711]
['UV', 67, 'CV', 202, 'cmp', 'chown', 'V0', 'V0', 0.9044368600682594, 0.08211898803710938]
['BV', 50, 'CV', 98, 'sort', 'printenv', 'V0', 'V3', 0.9478260869565217, 0.06826376914978027]
['CV', 12, 'UV', 31, 'stty', 'gprof', 'V2', 'V3', 0.9766982622432859, 1.3350234031677246]
['CV', 57, 'UV', 51, 'who', 'nm', 'V2', 'V1', 0.9762586983217356, 1.2749037742614746]
['BV', 62, 'UV', 25, 'diff', 'as', 'V0', 'V3', 0.9659784443578756, 3.0072782039642334]
['BV', 21, 'CV', 85, 'cp', 'mknod', 'V1', 'V2', 0.9533437013996889, 0.07526564598083496]
['CV', 104, 'UV', 67, 'mkfifo', 'cmp', 'V3', 'V0', 0.8747628083491461, 0.06649446487426758]
['CV', 280, 'BV', 9, 'pr', 'dot', 'V1', 'V2', 1.0, 0.035706281661987305]
['BV', 75, 'CV', 303, 'cmp', 'dircolors', 'V2', 'V1', 0.948936170212766, 0.050011396408081055]
['CV', 335, 'UV', 4, 'pathchk', 'cmp', 'V1', 'V2', 0.8521939953810623, 0.04280900955200195]
['CV', 272, 'BV', 1, 'printenv', 'libSDL2-2.0.so', 'V1', 'V3', 0.9878981618906267, 1.2047035694122314]
['CV', 60, 'UV', 22, 'hostid', 'nm', 'V2', 'V3', 0.9802235597592434, 0.7763497829437256]
['CV', 320, 'UV', 25, 'head', 'as', 'V1', 'V3', 0.9806034482758621, 1.4021363258361816]
['CV', 346, 'UV', 22, 'mknod', 'nm', 'V1', 'V3', 0.9762110726643599, 0.7039327621459961]
['CV', 279, 'BV', 28, 'pwd', 'openssl', 'V1', 'V1', 0.9908206535295585, 2.480621337890625]
['UV', 39, 'CV', 222, 'find', 'df', 'V3', 'V0', 0.9912778020061055, 0.5083463191986084]
['CV', 270, 'BV', 46, 'users', 'cluster', 'V1', 'V3', 0.973561430793157, 0.20803308486938477]
['CV', 7, 'BV', 5, 'dir', 'libvlccore.so', 'V2', 'V0', 0.9877346683354192, 4.54301905632019]
['UV', 4, 'BV', 38, 'cmp', 'ruby', 'V2', 'V2', 1.0, 0.015135049819946289]
['CV', 205, 'BV', 14, 'sha1sum', 'openssl', 'V0', 'V3', 0.9953608950743621, 1.8899776935577393]
['UV', 73, 'CV', 85, 'nm', 'mknod', 'V0', 'V2', 0.9960681520314548, 0.7495119571685791]
['UV', 12, 'CV', 303, 'c++filt', 'dircolors', 'V2', 'V1', 0.996078431372549, 0.7493209838867188]
['CV', 225, 'BV', 30, 'printf', 'bash', 'V0', 'V0', 0.9843947217441193, 1.4422106742858887]
['UV', 8, 'BV', 2, 'strip', 'cmp', 'V2', 'V1', 0.9955025082165715, 1.3264620304107666]
['CV', 80, 'BV', 57, 'uniq', 'svn', 'V2', 'V2', 0.9783393501805054, 0.6095235347747803]
['CV', 235, 'UV', 47, 'ginstall', 'sdiff', 'V0', 'V1', 0.9100346020761245, 0.16259980201721191]
